bottleneck_id,latitude,longitude,route_segment,distributor_network,estimated_demand_kw,grid_status
FRIC_1241,43.483994,-6.431059,N-634,i-DE,300,Congested
FRIC_1242,43.313861,-4.261192,N-634,i-DE,300,Congested
FRIC_1243,43.195145,-2.696303,N-634,i-DE,300,Congested
FRIC_1244,43.231107,-2.82041,N-634,i-DE,300,Congested
FRIC_1245,43.275799,-2.02812,N-634-1,i-DE,300,Congested
FRIC_1246,43.268158,-2.048834,N-634-3,i-DE,300,Congested
FRIC_1247,43.27195,-2.053099,N-634-4,i-DE,300,Congested
FRIC_1248,43.185451,-2.477495,N-634-65,i-DE,300,Congested
FRIC_1249,43.284448,-2.329705,N-634-D,i-DE,300,Congested
FRIC_1250,43.278619,-2.113373,N-634-O,i-DE,300,Congested
FRIC_1251,43.284185,-2.157107,N-634-Z,i-DE,300,Congested
FRIC_1252,43.404537,-6.232783,N-634A,i-DE,300,Congested
FRIC_1253,43.378522,-5.587713,N-634R,i-DE,300,Congested
FRIC_1254,43.348715,-4.048503,N-634a,i-DE,300,Congested
FRIC_1255,43.388971,-3.74806,N-635,i-DE,300,Congested
FRIC_1256,43.38614,-3.743516,N-635A,i-DE,300,Congested
FRIC_1257,43.123646,-2.547156,N-636,i-DE,300,Congested
FRIC_1258,43.092751,-2.473724,N-636-28,i-DE,300,Congested
FRIC_1259,43.352584,-1.796862,N-638,i-DE,300,Congested
FRIC_1260,43.345783,-3.065533,N-639,i-DE,300,Congested
FRIC_1261,42.609637,-8.608719,N-640,Endesa,300,Congested
FRIC_1262,42.697993,-8.431311,N-640,Endesa,300,Congested
FRIC_1263,42.698403,-8.322448,N-640,Endesa,300,Congested
FRIC_1264,42.717864,-8.284393,N-640,Endesa,300,Congested
FRIC_1265,42.576426,-8.721635,N-640A,Endesa,300,Congested
FRIC_1266,43.525377,-7.045925,N-642,Endesa,300,Congested
FRIC_1267,43.55074,-6.029236,N-643,i-DE,300,Congested
FRIC_1268,43.338176,-3.049963,N-644,i-DE,300,Congested
FRIC_1269,43.350041,-8.201464,N-651,Endesa,300,Congested
FRIC_1270,43.523763,-8.229154,N-655,Endesa,300,Congested
FRIC_1271,42.587963,-6.523348,N-6A,Endesa,300,Congested
FRIC_1272,42.945805,-2.226537,N-I-406,i-DE,300,Congested
FRIC_1273,42.978269,-2.234807,N-I-409,i-DE,300,Congested
FRIC_1274,43.003683,-2.23496,N-I-412,i-DE,300,Congested
FRIC_1275,43.022252,-2.234505,N-I-414,i-DE,300,Congested
FRIC_1276,43.026111,-2.221139,N-I-416,i-DE,300,Congested
FRIC_1277,43.037046,-2.21731,N-I-417-A,i-DE,300,Congested
FRIC_1278,43.043144,-2.212395,N-I-417-B,i-DE,300,Congested
FRIC_1279,43.045257,-2.194005,N-I-419,i-DE,300,Congested
FRIC_1280,43.050057,-2.181634,N-I-420,i-DE,300,Congested
FRIC_1281,43.057643,-2.171274,N-I-422,i-DE,300,Congested
FRIC_1282,43.084388,-2.138765,N-I-426,i-DE,300,Congested
FRIC_1283,43.096144,-2.111744,N-I-428,i-DE,300,Congested
FRIC_1284,43.108986,-2.097108,N-I-431,i-DE,300,Congested
FRIC_1285,43.12278,-2.087885,N-I-433,i-DE,300,Congested
FRIC_1286,43.129,-2.079736,N-I-434,i-DE,300,Congested
FRIC_1287,43.146183,-2.069748,N-I-436,i-DE,300,Congested
FRIC_1288,43.162981,-2.067394,N-I-438,i-DE,300,Congested
FRIC_1289,43.168745,-2.065474,N-I-439,i-DE,300,Congested
FRIC_1290,43.179498,-2.054361,N-I-441,i-DE,300,Congested
FRIC_1291,43.190801,-2.051144,N-I-443,i-DE,300,Congested
FRIC_1292,43.198514,-2.036943,N-I-445,i-DE,300,Congested
FRIC_1293,43.218148,-2.025129,N-I-447-A,i-DE,300,Congested
FRIC_1294,43.225007,-2.02657,N-I-447-B,i-DE,300,Congested
FRIC_1295,43.25055,-2.021908,N-I-451,i-DE,300,Congested
FRIC_1296,43.266485,-2.016915,N-I-452,i-DE,300,Congested
FRIC_1297,43.273794,-2.015634,N-I-453,i-DE,300,Congested
FRIC_1298,41.45664,-1.425147,N-IIA,Endesa,300,Congested
FRIC_1299,35.269746,-2.935073,N-NADOR,Endesa,300,Congested
