location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status
IBE_239,42.456723,-5.480678,A-231,2,Congested
IBE_240,42.369646,-4.538241,A-231,2,Congested
IBE_241,40.961155,-0.008678,A-231,2,Congested
IBE_242,40.232972,-0.895465,A-232,2,Congested
IBE_243,36.078398,-5.690496,A-2325,2,Congested
IBE_244,40.869109,-0.935388,A-2401,2,Congested
IBE_245,40.804367,-0.699377,A-2402,2,Congested
IBE_246,40.625075,-0.784871,A-2403,2,Congested
IBE_247,41.034243,-0.18537,A-2405,2,Congested
IBE_248,40.930304,-0.207834,A-2406,2,Congested
IBE_249,41.010395,-0.086928,A-2407,2,Congested
IBE_250,40.889369,-0.033254,A-2409,2,Congested
IBE_251,41.346372,-0.088051,A-2410,2,Congested
IBE_252,40.871787,0.161447,A-2412,2,Congested
IBE_253,41.520552,0.36546,A-242,2,Congested
IBE_254,41.305621,-1.969316,A-2501,2,Congested
IBE_255,41.298565,-1.884692,A-2502,2,Congested
IBE_256,41.212566,-1.789024,A-2503,2,Congested
IBE_257,41.4331,-1.73229,A-2504,2,Congested
IBE_258,41.210791,-1.775144,A-2506,2,Congested
IBE_259,41.255156,-1.580723,A-2507,2,Congested
IBE_260,41.193713,-1.301056,A-2509,2,Congested
IBE_261,41.091302,-1.290666,A-2510,2,Congested
IBE_262,41.052724,-1.278518,A-2511,2,Congested
IBE_263,40.969092,-1.311799,A-2512,2,Congested
IBE_264,40.979889,-0.832298,A-2514,2,Congested
IBE_265,40.457572,-1.235646,A-2515,2,Congested
IBE_266,42.204918,2.704591,A-26,2,Congested
IBE_267,42.508455,-0.81507,A-2602,2,Congested
IBE_268,42.727032,-0.30724,A-2606,2,Congested
IBE_269,42.584998,0.217233,A-2609,2,Congested
IBE_270,42.638917,0.215082,A-2611,2,Congested
IBE_271,42.205643,0.347011,A-2612,2,Congested
IBE_272,42.61767,0.535963,A-2617,2,Congested
IBE_273,41.206012,1.215735,A-27,6,Sufficient
IBE_274,39.529312,-1.56361,A-3,2,Congested
IBE_275,39.480733,-0.453854,A-3,2,Congested
IBE_276,39.523858,-1.141933,A-3,2,Congested
IBE_277,39.525851,-1.40965,A-3,2,Congested
IBE_278,39.465679,-0.421176,A-3,2,Congested
IBE_279,40.359841,-3.560287,A-3,2,Congested
IBE_280,39.515695,-1.722353,A-3,2,Congested
IBE_281,39.623499,-2.30294,A-3,2,Congested
IBE_282,39.874646,-2.623665,A-3,2,Congested
IBE_283,39.478168,-2.105049,A-3,2,Congested
IBE_284,39.862127,-2.56575,A-3,2,Congested
IBE_285,40.064136,-3.079574,A-3,2,Congested
IBE_286,40.347643,-3.544926,A-3,2,Congested
IBE_287,40.35689,-3.554414,A-3,2,Congested
IBE_288,40.18867,-3.29889,A-3,2,Congested
IBE_289,40.354476,-3.550787,A-3,2,Congested
IBE_290,39.671853,-2.376482,A-3,2,Congested
IBE_291,37.689127,-1.018752,A-30,6,Sufficient
IBE_292,37.941346,-1.150298,A-30,2,Congested
IBE_293,38.151581,-1.283386,A-30,2,Congested
IBE_294,38.339574,-1.502001,A-30,2,Congested
IBE_295,37.865219,-1.121136,A-30,2,Congested
IBE_296,38.237482,-3.518569,A-301,2,Congested
IBE_297,38.024389,-3.777363,A-302,2,Congested
IBE_298,38.178896,-3.696195,A-303,2,Congested
IBE_299,37.50436,-4.641956,A-304,2,Congested
IBE_300,37.622299,-4.300926,A-305,2,Congested
IBE_301,37.870551,-4.803835,A-3050,2,Congested
IBE_302,37.843817,-4.799705,A-3051,2,Congested
IBE_303,37.713326,-4.866215,A-3052,2,Congested
IBE_304,37.879803,-4.207326,A-306,2,Congested
IBE_305,37.673479,-4.558628,A-307,2,Congested
IBE_306,38.096858,-4.870657,A-3075,2,Congested
IBE_307,37.411971,-3.356558,A-308,2,Congested
IBE_308,38.008617,-4.380869,A-309,2,Congested
IBE_309,39.386874,-2.203598,A-31,2,Congested
IBE_310,37.986984,-4.278402,A-3101,2,Congested
IBE_311,38.031595,-4.064219,A-311,2,Congested
IBE_312,38.094618,-3.679766,A-312,2,Congested
IBE_313,37.592981,-4.299316,A-3128,2,Congested
IBE_314,37.480608,-4.462593,A-3129,2,Congested
IBE_315,37.398361,-4.582018,A-3131,2,Congested
IBE_316,37.398622,-4.583608,A-3132,2,Congested
IBE_317,36.232612,-5.949619,A-314,4,Moderate
IBE_318,37.509138,-2.805621,A-315,2,Congested
IBE_319,37.983664,-3.487134,A-316,2,Congested
IBE_320,37.835986,-3.607166,A-316,2,Congested
IBE_321,38.007075,-3.429247,A-316,2,Congested
IBE_322,37.73174,-3.972705,A-316,2,Congested
IBE_323,37.810635,-3.789777,A-316R1,2,Congested
IBE_324,37.710655,-3.984661,A-316R2,2,Congested
IBE_325,37.958057,-2.434337,A-317,2,Congested
IBE_326,38.277703,-5.201004,A-3175,2,Congested
IBE_327,38.127371,-4.903922,A-3176,2,Congested
IBE_328,37.438432,-4.469904,A-318,2,Congested
IBE_329,37.399561,-4.763195,A-318,2,Congested
IBE_330,37.414211,-4.503407,A-318a,2,Congested
IBE_331,38.140903,-3.033369,A-32,2,Congested
IBE_332,38.030865,-3.346088,A-32,2,Congested
IBE_333,38.033224,-3.33268,A-32,2,Congested
IBE_334,37.813652,-3.370049,A-320,2,Congested
IBE_335,38.591965,-4.90603,A-3200,2,Congested
IBE_336,37.265676,-4.533947,A-3228,2,Congested
IBE_337,37.649355,-3.420762,A-324,2,Congested
IBE_338,37.320544,-3.138817,A-325,2,Congested
IBE_339,37.317758,-3.137505,A-325R1,2,Congested
IBE_340,38.301293,-5.334045,A-3276,2,Congested
IBE_341,37.165681,-4.181264,A-328,2,Congested
IBE_342,38.305141,-1.307496,A-33,2,Congested
IBE_343,38.281088,-1.32032,A-33,2,Congested
IBE_344,38.605903,-1.04369,A-33,6,Sufficient
IBE_345,37.716012,-2.554231,A-330,2,Congested
IBE_346,37.578899,-4.160232,A-333,2,Congested
IBE_347,37.433816,-2.703573,A-334,2,Congested
IBE_348,37.454207,-2.736958,A-334R2,2,Congested
IBE_349,37.183315,-3.953183,A-335,2,Congested
IBE_350,37.260749,-3.771667,A-336,2,Congested
IBE_351,37.124895,-3.692725,A-338,2,Congested
IBE_352,37.462368,-3.956478,A-339,2,Congested
IBE_353,37.462946,-3.948747,A-339R1,2,Congested
IBE_354,37.162098,-4.186742,A-341,2,Congested
IBE_355,37.471768,-4.467004,A-342,2,Congested
IBE_356,36.771051,-4.738504,A-343,6,Sufficient
IBE_357,36.752945,-3.170384,A-345,2,Congested
IBE_358,36.851115,-3.506231,A-346,2,Congested
IBE_359,36.922651,-3.5287,A-348,2,Congested
IBE_360,38.853019,-0.82988,A-35,6,Sufficient
IBE_361,38.833938,-0.875989,A-35,6,Sufficient
IBE_362,37.229896,-5.114711,A-351,2,Congested
IBE_363,37.284236,-4.856426,A-353,2,Congested
IBE_364,36.770029,-4.738111,A-354,6,Sufficient
IBE_365,36.719324,-4.691211,A-355,6,Sufficient
IBE_366,36.903765,-4.442598,A-356,6,Sufficient
IBE_367,36.749239,-4.098559,A-356R1,6,Sufficient
IBE_368,36.819826,-4.795447,A-357,2,Congested
IBE_369,36.714865,-4.449767,A-357,6,Sufficient
IBE_370,36.883996,-4.844718,A-357R1,2,Congested
IBE_371,36.861072,-4.833371,A-357R2,2,Congested
IBE_372,37.328279,-5.816291,A-360,2,Congested
IBE_373,37.274611,-5.448219,A-361,2,Congested
IBE_374,37.158984,-5.910191,A-362,2,Congested
IBE_375,37.505558,-5.1415,A-364,2,Congested
IBE_376,37.197275,-4.793886,A-365,2,Congested
IBE_377,36.937653,-4.864804,A-367,2,Congested
IBE_378,36.921436,-4.844503,A-367R1,2,Congested
IBE_379,36.58697,-4.594674,A-368,2,Congested
IBE_380,36.966823,-5.867611,A-371,2,Congested
IBE_381,37.160371,-5.786492,A-375,2,Congested
IBE_382,37.258561,-5.848066,A-376,2,Congested
IBE_383,37.356806,-5.951252,A-376,6,Sufficient
IBE_384,36.380354,-5.26564,A-377,2,Congested
IBE_385,37.370557,-4.792573,A-379,2,Congested
IBE_386,39.251781,-0.358,A-38,4,Moderate
IBE_387,36.387749,-5.65248,A-381,2,Congested
IBE_388,36.636709,-6.076345,A-381,2,Congested
IBE_389,36.448948,-5.748349,A-381,2,Congested
IBE_390,36.468059,-5.854091,A-381,2,Congested
IBE_391,36.713626,-5.951422,A-382,2,Congested
IBE_392,36.718168,-6.009295,A-382a,2,Congested
IBE_393,36.21527,-5.349492,A-383,2,Congested
IBE_394,37.070381,-4.595024,A-384,2,Congested
IBE_395,37.087014,-3.648599,A-385,2,Congested
IBE_396,37.610393,-4.692266,A-386,2,Congested
IBE_397,36.549553,-4.627699,A-387,2,Congested
IBE_398,37.363635,-4.8254,A-388,2,Congested
IBE_399,36.419282,-6.116869,A-390,6,Sufficient
IBE_400,36.417442,-6.118251,A-390R,6,Sufficient
IBE_401,37.315371,-5.878169,A-392,2,Congested
IBE_402,37.108069,-5.800272,A-394,2,Congested
IBE_403,37.092169,-3.387547,A-395,2,Congested
IBE_404,37.099525,-3.406702,A-395R1,2,Congested
IBE_405,37.107254,-3.411955,A-395R2,2,Congested
IBE_406,36.469973,-5.853714,A-396,2,Congested
IBE_407,36.498588,-4.999169,A-397,2,Congested
IBE_408,37.346279,-5.82607,A-398,2,Congested
IBE_409,36.722966,-6.098693,A-4,2,Congested
IBE_410,39.942268,-3.498221,A-4,2,Congested
IBE_411,39.833955,-3.482772,A-4,6,Sufficient
IBE_412,40.095376,-3.633417,A-4,2,Congested
IBE_413,39.836024,-3.479114,A-4,6,Sufficient
IBE_414,39.778442,-3.478432,A-4,6,Sufficient
IBE_415,39.010929,-3.377179,A-4,2,Congested
IBE_416,39.225134,-3.412068,A-4,2,Congested
IBE_417,38.593715,-3.471312,A-4,2,Congested
IBE_418,38.816768,-3.395783,A-4,2,Congested
IBE_419,39.298898,-3.46271,A-4,6,Sufficient
IBE_420,37.950076,-4.492773,A-4,2,Congested
IBE_421,37.74379,-4.849055,A-4,2,Congested
IBE_422,37.992342,-4.324544,A-4,2,Congested
IBE_423,37.825265,-4.795908,A-4,2,Congested
IBE_424,38.042117,-4.000623,A-4,2,Congested
IBE_425,38.196909,-3.670253,A-4,2,Congested
IBE_426,38.035825,-4.157303,A-4,2,Congested
IBE_427,40.035748,-3.66173,A-4,2,Congested
IBE_428,40.350717,-3.674966,A-4,2,Congested
IBE_429,36.656117,-6.168221,A-4,2,Congested
IBE_430,36.562819,-6.187432,A-4,2,Congested
IBE_431,36.721262,-6.101731,A-4,2,Congested
IBE_432,38.036584,-4.111726,A-4,2,Congested
IBE_433,40.243115,-3.689629,A-4,2,Congested
IBE_434,37.505793,-5.436339,A-4,2,Congested
IBE_435,37.460997,-5.736147,A-4,2,Congested
IBE_436,37.52846,-5.297905,A-4,2,Congested
IBE_437,37.587988,-4.984663,A-4,2,Congested
IBE_438,37.508624,-5.408915,A-4,2,Congested
IBE_439,37.469191,-5.713491,A-4,2,Congested
IBE_440,39.942858,-3.501794,A-40,2,Congested
IBE_441,39.968171,-3.192677,A-40,2,Congested
IBE_442,39.98571,-3.105498,A-40,2,Congested
IBE_443,40.046353,-4.358245,A-40,2,Congested
IBE_444,40.05637,-2.400413,A-40,2,Congested
IBE_445,40.061895,-2.860866,A-40,2,Congested
IBE_446,40.02339,-2.642304,A-40,2,Congested
IBE_447,40.03122,-2.683342,A-40,2,Congested
IBE_448,37.227524,-3.531567,A-4002,2,Congested
IBE_449,37.23936,-3.494398,A-4003,2,Congested
IBE_450,37.312284,-3.40807,A-4004,2,Congested
IBE_451,37.321337,-3.299807,A-4005,2,Congested
IBE_452,37.210537,-3.622911,A-4006,2,Congested
IBE_453,37.993081,-3.383713,A-401,2,Congested
IBE_454,37.132806,-3.435715,A-4025,2,Congested
IBE_455,37.15481,-3.496166,A-4026,2,Congested
IBE_456,37.18197,-3.950339,A-402R3,2,Congested
IBE_457,37.451266,-3.891371,A-403,2,Congested
IBE_458,37.451839,-3.88992,A-403R1,2,Congested
IBE_459,36.658149,-4.485829,A-404,2,Congested
IBE_460,36.205213,-5.413958,A-405,2,Congested
IBE_461,37.061853,-3.655858,A-4050,2,Congested
IBE_462,36.203051,-5.422247,A-405R2,2,Congested
IBE_463,37.191756,-3.754085,A-4075,2,Congested
IBE_464,37.287047,-3.671693,A-4076,2,Congested
IBE_465,36.537565,-6.168062,A-408,2,Congested
IBE_466,38.860469,-4.025163,A-41,2,Congested
IBE_467,38.875012,-4.009288,A-41,2,Congested
IBE_468,37.327963,-3.209291,A-4100,2,Congested
IBE_469,37.265069,-3.090836,A-4101,2,Congested
IBE_470,37.228702,-3.082313,A-4102,2,Congested
IBE_471,37.168044,-2.902959,A-4103,2,Congested
IBE_472,37.398748,-2.986185,A-4104,2,Congested
IBE_473,37.330859,-3.222073,A-4105,2,Congested
IBE_474,36.802145,-3.508772,A-4133,2,Congested
IBE_475,37.162967,-4.12091,A-4154,2,Congested
IBE_476,37.169588,-4.085013,A-4155,2,Congested
IBE_477,37.146142,-4.251538,A-4157,2,Congested
IBE_478,40.016584,-3.950656,A-42,2,Congested
IBE_479,39.935966,-3.999561,A-42,2,Congested
IBE_480,39.81602,-3.987951,A-42,2,Congested
IBE_481,40.242481,-3.779658,A-42,2,Congested
IBE_482,40.196165,-3.789567,A-42,2,Congested
IBE_483,38.256574,-4.322648,A-420,2,Congested
IBE_484,37.497559,-2.817579,A-4201,2,Congested
IBE_485,37.944881,-4.549563,A-421,2,Congested
IBE_486,38.27667,-4.320916,A-424,2,Congested
IBE_487,39.165664,-2.879625,A-43,4,Moderate
IBE_488,39.045415,-3.61538,A-43,6,Sufficient
IBE_489,39.079684,-3.22693,A-43,2,Congested
IBE_490,39.021788,-3.697966,A-43,2,Congested
IBE_491,39.163777,-2.877091,A-43,4,Moderate
IBE_492,39.417556,-2.379043,A-43,2,Congested
IBE_493,39.163538,-2.912455,A-43,4,Moderate
IBE_494,37.806743,-2.502725,A-4302,2,Congested
IBE_495,37.717356,-2.554084,A-4303,2,Congested
IBE_496,37.927269,-6.238566,A-434,2,Congested
IBE_497,38.307649,-4.975437,A-435,2,Congested
IBE_498,37.61625,-5.663959,A-436,2,Congested
IBE_499,37.424662,-3.556797,A-44,2,Congested
IBE_500,37.135167,-3.696161,A-44,2,Congested
IBE_501,36.829377,-3.504508,A-44,2,Congested
IBE_502,37.035473,-3.645801,A-44,2,Congested
IBE_503,38.041995,-3.767691,A-44,2,Congested
IBE_504,37.868919,-3.764992,A-44,2,Congested
IBE_505,37.715661,-3.646939,A-44,2,Congested
IBE_506,37.994025,-3.796034,A-44,2,Congested
IBE_507,37.679348,-4.931657,A-445,2,Congested
IBE_508,38.264799,-5.436497,A-447,2,Congested
IBE_509,38.306596,-5.278794,A-449,2,Congested
IBE_510,37.006913,-4.486074,A-45,2,Congested
IBE_511,36.773605,-4.425043,A-45,6,Sufficient
IBE_512,37.691058,-4.743025,A-45,2,Congested
IBE_513,37.304812,-4.474243,A-45,2,Congested
IBE_514,37.430867,-4.543639,A-45,2,Congested
IBE_515,36.852557,-4.446113,A-45,6,Sufficient
IBE_516,37.228074,-5.11121,A-451,2,Congested
IBE_517,37.506687,-5.376619,A-456,2,Congested
IBE_518,37.512114,-6.072479,A-460,2,Congested
IBE_519,37.811755,-6.432977,A-461,2,Congested
IBE_520,36.746266,-6.322031,A-471,6,Sufficient
IBE_521,36.978038,-5.952523,A-471R,2,Congested
IBE_522,37.36048,-6.201498,A-473,2,Congested
IBE_523,37.249574,-6.517781,A-474,2,Congested
IBE_524,37.536132,-6.090564,A-477,2,Congested
IBE_525,36.45783,-6.157217,A-48,2,Congested
IBE_526,36.26962,-6.027578,A-48,4,Moderate
IBE_527,36.691012,-6.206087,A-480,2,Congested
IBE_528,37.353812,-6.389011,A-481,2,Congested
IBE_529,37.190853,-6.499893,A-483,2,Congested
IBE_530,37.263214,-6.531705,A-484,2,Congested
IBE_531,37.237496,-7.404469,A-49,2,Congested
IBE_532,37.35397,-6.974075,A-49,2,Congested
IBE_533,37.349826,-6.610754,A-49,2,Congested
IBE_534,37.239615,-7.372317,A-49,2,Congested
IBE_535,37.376508,-6.079609,A-49,2,Congested
IBE_536,37.365302,-6.103555,A-49,2,Congested
IBE_537,36.610759,-6.205451,A-491,2,Congested
IBE_538,36.634214,-6.306414,A-491R1,6,Sufficient
IBE_539,37.271791,-6.987728,A-492,2,Congested
IBE_540,37.358967,-6.540466,A-493,2,Congested
IBE_541,37.016575,-6.561689,A-494,2,Congested
IBE_542,37.377983,-6.983242,A-495,2,Congested
IBE_543,37.582085,-6.777786,A-496,2,Congested
IBE_544,37.188414,-6.978623,A-497,6,Sufficient
IBE_545,37.251348,-7.33571,A-499,2,Congested
IBE_546,38.6495,-3.472315,A-4A,2,Congested
IBE_547,36.701347,-6.090622,A-4R1,2,Congested
IBE_548,37.846964,-4.790522,A-4R2,2,Congested
IBE_549,40.187584,-4.12009,A-5,2,Congested
IBE_550,39.891892,-5.393423,A-5,2,Congested
IBE_551,39.949832,-4.939239,A-5,2,Congested
IBE_552,39.966454,-4.897062,A-5,2,Congested
IBE_553,40.156045,-4.173923,A-5,2,Congested
IBE_554,39.923647,-5.18283,A-5,2,Congested
IBE_555,40.35334,-3.842045,A-5,2,Congested
IBE_556,40.370158,-3.803065,A-5,2,Congested
IBE_557,39.199419,-5.881407,A-5,2,Congested
IBE_558,39.885075,-5.532226,A-5,2,Congested
IBE_559,39.891529,-5.407519,A-5,2,Congested
IBE_560,39.78683,-5.719964,A-5,2,Congested
IBE_561,39.875898,-5.545579,A-5,2,Congested
IBE_562,40.039259,-4.406831,A-5,2,Congested
IBE_563,40.930785,-5.446431,A-50,2,Congested
IBE_564,40.92782,-5.257827,A-50,2,Congested
IBE_565,37.272588,-6.917894,A-5000,2,Congested
IBE_566,37.306878,-6.891712,A-5000R1,2,Congested
IBE_567,37.195724,-6.925252,A-5025,6,Sufficient
IBE_568,37.185691,-6.979329,A-5050,6,Sufficient
IBE_569,37.288257,-7.140951,A-5053,2,Congested
IBE_570,37.259687,-7.012048,A-5077,2,Congested
IBE_571,37.245438,-7.310139,A-5150,2,Congested
IBE_572,42.20931,-7.832349,A-52,2,Congested
IBE_573,42.071999,-7.706519,A-52,2,Congested
IBE_574,42.037508,-7.022671,A-52,2,Congested
IBE_575,41.980086,-7.300286,A-52,2,Congested
IBE_576,42.332147,-7.962723,A-52,2,Congested
IBE_577,42.078951,-7.710587,A-52,2,Congested
IBE_578,42.16443,-8.533573,A-52,2,Congested
IBE_579,42.216692,-8.256981,A-52,2,Congested
IBE_580,42.163138,-8.39213,A-52,2,Congested
IBE_581,42.05077,-6.686334,A-52,2,Congested
IBE_582,42.007216,-6.214407,A-52,2,Congested
IBE_583,42.035923,-5.782899,A-52,2,Congested
IBE_584,38.070295,-6.687643,A-5300,2,Congested
IBE_585,37.909631,-6.214292,A-5301,2,Congested
IBE_586,42.933183,-8.25732,A-54,2,Congested
IBE_587,42.930711,-8.276119,A-54,2,Congested
IBE_588,42.90003,-7.785477,A-54,2,Congested
IBE_589,42.211366,-8.691604,A-55,2,Congested
IBE_590,42.215882,-8.700563,A-55,2,Congested
IBE_591,42.532791,-7.832528,A-56,2,Congested
IBE_592,39.444778,-6.190836,A-58,2,Congested
IBE_593,39.452862,-6.225914,A-58,2,Congested
IBE_594,40.363435,-3.793442,A-5R,2,Congested
IBE_595,41.179108,-4.80627,A-6,2,Congested
IBE_596,43.195622,-8.025149,A-6,2,Congested
IBE_597,43.240847,-8.16633,A-6,2,Congested
IBE_598,42.136092,-5.762201,A-6,2,Congested
IBE_599,42.509647,-6.116703,A-6,2,Congested
IBE_600,42.612721,-6.336944,A-6,2,Congested
IBE_601,42.223416,-5.81386,A-6,2,Congested
IBE_602,42.576793,-6.777261,A-6,2,Congested
IBE_603,42.674425,-6.976207,A-6,6,Sufficient
IBE_604,42.913544,-7.19718,A-6,2,Congested
IBE_605,43.190623,-7.89886,A-6,2,Congested
IBE_606,42.967606,-7.489364,A-6,2,Congested
IBE_607,42.80551,-7.106282,A-6,2,Congested
IBE_608,40.518341,-3.884963,A-6,2,Congested
IBE_609,40.512856,-3.881547,A-6,2,Congested
IBE_610,40.485309,-3.863893,A-6,2,Congested
IBE_611,43.17685,-7.735237,A-6,2,Congested
IBE_612,41.635104,-5.187847,A-6,2,Congested
IBE_613,41.423085,-4.965482,A-6,2,Congested
IBE_614,41.532588,-5.057332,A-6,2,Congested
IBE_615,41.913951,-5.508759,A-6,2,Congested
IBE_616,42.02312,-5.670087,A-6,2,Congested
IBE_617,42.482391,-5.372529,A-60,2,Congested
IBE_618,41.719103,-4.823349,A-60,2,Congested
IBE_619,37.976341,-3.792531,A-6000,2,Congested
IBE_620,37.777475,-3.733448,A-6001,2,Congested
IBE_621,37.982096,-3.798843,A-6004,2,Congested
IBE_622,41.580655,-4.68186,A-601,2,Congested
IBE_623,41.26907,-4.298723,A-601,2,Congested
IBE_624,41.396621,-4.292622,A-601,2,Congested
IBE_625,41.30154,-4.301598,A-601,2,Congested
IBE_626,41.463547,-4.603541,A-601,2,Congested
IBE_627,37.515705,-3.952053,A-6050,2,Congested
IBE_628,37.665405,-4.053263,A-6051,2,Congested
IBE_629,41.981764,-4.439057,A-610,2,Congested
IBE_630,38.143132,-3.725681,A-6100,2,Congested
IBE_631,37.993081,-3.383714,A-6104,2,Congested
IBE_632,37.915234,-3.347526,A-6105,2,Congested
IBE_633,37.879531,-4.191315,A-6175,2,Congested
IBE_634,38.027876,-4.163846,A-6176,2,Congested
IBE_635,38.038621,-4.032028,A-6177,2,Congested
IBE_636,41.774428,-4.61954,A-62,2,Congested
IBE_637,40.712014,-6.389473,A-62,2,Congested
IBE_638,40.843051,-6.071746,A-62,2,Congested
IBE_639,40.922514,-5.841209,A-62,2,Congested
IBE_640,40.988069,-5.682211,A-62,2,Congested
IBE_641,41.988166,-4.419831,A-62,2,Congested
IBE_642,42.101644,-4.193481,A-62,2,Congested
IBE_643,42.072089,-4.216493,A-62,2,Congested
IBE_644,40.808114,-6.176904,A-62,2,Congested
IBE_645,41.527404,-4.916273,A-62,2,Congested
IBE_646,40.711761,-6.390807,A-62,2,Congested
IBE_647,41.501616,-5.021382,A-62,2,Congested
IBE_648,41.60318,-4.812273,A-62,2,Congested
IBE_649,38.114177,-3.095816,A-6203,2,Congested
IBE_650,38.119879,-3.078036,A-6204,2,Congested
IBE_651,43.347296,-5.895573,A-63,2,Congested
IBE_652,38.270133,-2.936731,A-6301,2,Congested
IBE_653,43.048503,-2.258131,A-636,2,Congested
IBE_654,43.083308,-2.336688,A-636-10,2,Congested
IBE_655,43.080743,-2.331995,A-636-12,2,Congested
IBE_656,43.088937,-2.359664,A-636-15,2,Congested
IBE_657,43.103072,-2.421555,A-636-21,2,Congested
IBE_658,43.045373,-2.243959,A-636-3,2,Congested
IBE_659,43.051551,-2.258306,A-636-5,2,Congested
IBE_660,43.356777,-5.959981,A-63R,2,Congested
IBE_661,43.380952,-5.717218,A-64,2,Congested
IBE_662,43.39053,-5.68775,A-64,2,Congested
IBE_663,42.026945,-4.515693,A-65,2,Congested
IBE_664,40.767731,-5.629055,A-66,2,Congested
IBE_665,43.271424,-5.806177,A-66,2,Congested
IBE_666,40.537083,-5.663706,A-66,2,Congested
IBE_667,43.31544,-5.867687,A-66,2,Congested
IBE_668,41.225675,-5.705465,A-66,2,Congested
IBE_669,43.36846,-5.813663,A-66,2,Congested
IBE_670,42.402791,-5.593322,A-66,2,Congested
IBE_671,42.34979,-5.601826,A-66,2,Congested
IBE_672,39.230286,-6.303079,A-66,2,Congested
IBE_673,39.345865,-6.342687,A-66,2,Congested
IBE_674,39.869725,-6.295529,A-66,2,Congested
IBE_675,40.145604,-6.039214,A-66,2,Congested
IBE_676,39.780606,-6.37743,A-66,2,Congested
IBE_677,39.68795,-6.398185,A-66,2,Congested
IBE_678,39.97683,-6.155227,A-66,2,Congested
IBE_679,40.834536,-5.636741,A-66,2,Congested
IBE_680,41.696091,-5.796027,A-66,2,Congested
IBE_681,40.86932,-5.653282,A-66,2,Congested
IBE_682,37.46793,-6.044968,A-66,2,Congested
IBE_683,37.626502,-6.143693,A-66,2,Congested
IBE_684,41.771136,-5.760921,A-66,2,Congested
IBE_685,41.91539,-5.668268,A-66,2,Congested
IBE_686,42.085065,-5.654927,A-66,2,Congested
IBE_687,42.531836,-5.601046,A-66R,2,Congested
IBE_688,42.270654,-4.413291,A-67,2,Congested
IBE_689,42.838778,-4.193555,A-67,2,Congested
IBE_690,41.965295,-4.50441,A-67,2,Congested
IBE_691,41.947921,-4.504681,A-67,2,Congested
IBE_692,42.115816,-4.480205,A-67,2,Congested
IBE_693,43.415418,-3.960192,A-67,2,Congested
IBE_694,43.387476,-4.023828,A-67,2,Congested
IBE_695,43.264822,-4.074606,A-67,2,Congested
IBE_696,43.169185,-4.052648,A-67,2,Congested
IBE_697,42.118349,-1.676247,A-68,2,Congested
IBE_698,42.108979,-1.667189,A-68,2,Congested
IBE_699,41.841539,-1.342585,A-68,2,Congested
IBE_700,41.77524,-1.223824,A-68,2,Congested
IBE_701,41.660656,-0.914764,A-68,2,Congested
IBE_702,39.053658,-0.545009,A-7,2,Congested
IBE_703,41.097044,1.112192,A-7,6,Sufficient
IBE_704,41.094088,1.105245,A-7,6,Sufficient
IBE_705,39.187412,-0.503257,A-7,2,Congested
IBE_706,38.899286,-0.576401,A-7,2,Congested
IBE_707,38.964768,-0.566163,A-7,2,Congested
IBE_708,39.390705,-0.481842,A-7,2,Congested
IBE_709,39.052886,-0.545935,A-7,2,Congested
IBE_710,39.634727,-0.295542,A-7,2,Congested
IBE_711,36.513054,-4.926714,A-7,2,Congested
IBE_712,36.451178,-5.084242,A-7,2,Congested
IBE_713,36.711966,-4.509014,A-7,6,Sufficient
IBE_714,36.569404,-4.623295,A-7,2,Congested
IBE_715,37.604044,-1.765034,A-7,6,Sufficient
IBE_716,38.096983,-1.047342,A-7,2,Congested
IBE_717,37.605829,-1.76341,A-7,6,Sufficient
IBE_718,37.677663,-1.710646,A-7,2,Congested
IBE_719,37.691721,-1.670702,A-7,2,Congested
IBE_720,36.730313,-3.375245,A-7,2,Congested
IBE_721,36.770628,-3.627487,A-7,2,Congested
IBE_722,36.751681,-3.167151,A-7,2,Congested
IBE_723,36.729806,-4.366663,A-7,6,Sufficient
IBE_724,36.724664,-4.274193,A-7,6,Sufficient
IBE_725,36.737863,-4.189656,A-7,6,Sufficient
IBE_726,36.154734,-5.454732,A-7,2,Congested
IBE_727,36.206669,-5.385445,A-7,2,Congested
IBE_728,36.506996,-4.851772,A-7,2,Congested
IBE_729,40.985379,0.889556,A-7,6,Sufficient
IBE_730,36.50943,-4.862904,A-7,2,Congested
IBE_731,36.723027,-4.343653,A-7001,6,Sufficient
IBE_732,36.633097,-4.49853,A-7050,2,Congested
IBE_733,36.718426,-4.590442,A-7052,6,Sufficient
IBE_734,36.538609,-4.635003,A-7053,2,Congested
IBE_735,36.706453,-4.512582,A-7054,6,Sufficient
IBE_736,36.726705,-4.55195,A-7056,6,Sufficient
IBE_737,36.717586,-4.620612,A-7057,6,Sufficient
IBE_738,36.725288,-4.454788,A-7075,6,Sufficient
IBE_739,36.719557,-4.514926,A-7076,6,Sufficient
IBE_740,36.469538,-5.01267,A-7175,2,Congested
IBE_741,36.502049,-4.931591,A-7176,2,Congested
IBE_742,37.094285,-4.409025,A-7200,2,Congested
IBE_743,37.119908,-4.295083,A-7200R1,2,Congested
IBE_744,37.112941,-4.3923,A-7201,2,Congested
IBE_745,37.053542,-4.360835,A-7202,2,Congested
IBE_746,36.986879,-4.399186,A-7203,6,Sufficient
